"kri","ggi_indicator","nom","business_label","sub_business_label","comment","snapshot_date","pending_date","traitement","exposure_days"
"E-learning non fini","12640","Alice Dupont #295","","","E-learning non fini","2023-10-26","","no","14.0"
"E-learning non fini","68186","Bob Martin #296","","","E-learning non fini","2023-10-31","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-11-06","2023-10-11","yes","1.0"
"E-learning non fini","11521","Charlie Durand #298","","","E-learning non fini","2023-10-30","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-11-10","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-12","2023-10-13","yes","1.0"
"E-learning non fini","12646","Alice Dupont #301","","","E-learning non fini","2023-10-02","","no","14.0"
"E-learning non fini","68192","Bob Martin #302","","","E-learning non fini","2023-10-07","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-13","2023-10-11","yes","1.0"
"E-learning non fini","11527","Charlie Durand #304","","","E-learning non fini","2023-10-06","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-10-17","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-18","2023-10-13","yes","1.0"
"E-learning non fini","12652","Alice Dupont #307","","","E-learning non fini","2023-10-08","","no","14.0"
"E-learning non fini","68198","Bob Martin #308","","","E-learning non fini","2023-10-13","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-19","2023-10-11","yes","1.0"
"E-learning non fini","11533","Charlie Durand #310","","","E-learning non fini","2023-10-12","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-10-23","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-24","2023-10-13","yes","1.0"
"E-learning non fini","12658","Alice Dupont #313","","","E-learning non fini","2023-10-14","","no","14.0"
"E-learning non fini","68204","Bob Martin #314","","","E-learning non fini","2023-10-19","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-25","2023-10-11","yes","1.0"
"E-learning non fini","11539","Charlie Durand #316","","","E-learning non fini","2023-10-18","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-10-29","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-30","2023-10-13","yes","1.0"
"E-learning non fini","12664","Alice Dupont #319","","","E-learning non fini","2023-10-20","","no","14.0"
"E-learning non fini","68210","Bob Martin #320","","","E-learning non fini","2023-10-25","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-31","2023-10-11","yes","1.0"
"E-learning non fini","11545","Charlie Durand #322","","","E-learning non fini","2023-10-24","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-11-04","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-11-05","2023-10-13","yes","1.0"
"E-learning non fini","12670","Alice Dupont #325","","","E-learning non fini","2023-10-26","","no","14.0"
"E-learning non fini","68216","Bob Martin #326","","","E-learning non fini","2023-10-31","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-11-06","2023-10-11","yes","1.0"
"E-learning non fini","11551","Charlie Durand #328","","","E-learning non fini","2023-10-30","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-11-10","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-12","2023-10-13","yes","1.0"
"E-learning non fini","12676","Alice Dupont #331","","","E-learning non fini","2023-10-02","","no","14.0"
"E-learning non fini","68222","Bob Martin #332","","","E-learning non fini","2023-10-07","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-13","2023-10-11","yes","1.0"
"E-learning non fini","11557","Charlie Durand #334","","","E-learning non fini","2023-10-06","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-10-17","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-18","2023-10-13","yes","1.0"
"E-learning non fini","12682","Alice Dupont #337","","","E-learning non fini","2023-10-08","","no","14.0"
"E-learning non fini","68228","Bob Martin #338","","","E-learning non fini","2023-10-13","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-19","2023-10-11","yes","1.0"
"E-learning non fini","11563","Charlie Durand #340","","","E-learning non fini","2023-10-12","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-10-23","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-24","2023-10-13","yes","1.0"
"E-learning non fini","12688","Alice Dupont #343","","","E-learning non fini","2023-10-14","","no","14.0"
"E-learning non fini","68234","Bob Martin #344","","","E-learning non fini","2023-10-19","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-25","2023-10-11","yes","1.0"
"E-learning non fini","11569","Charlie Durand #346","","","E-learning non fini","2023-10-18","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-10-29","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-30","2023-10-13","yes","1.0"
"E-learning non fini","12694","Alice Dupont #349","","","E-learning non fini","2023-10-20","","no","14.0"
"E-learning non fini","68240","Bob Martin #350","","","E-learning non fini","2023-10-25","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-31","2023-10-11","yes","1.0"
"E-learning non fini","11575","Charlie Durand #352","","","E-learning non fini","2023-10-24","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-11-04","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-11-05","2023-10-13","yes","1.0"
"E-learning non fini","12700","Alice Dupont #355","","","E-learning non fini","2023-10-26","","no","14.0"
"E-learning non fini","68246","Bob Martin #356","","","E-learning non fini","2023-10-31","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-11-06","2023-10-11","yes","1.0"
"E-learning non fini","11581","Charlie Durand #358","","","E-learning non fini","2023-10-30","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-11-10","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-12","2023-10-13","yes","1.0"
"E-learning non fini","12706","Alice Dupont #361","","","E-learning non fini","2023-10-02","","no","14.0"
"E-learning non fini","68252","Bob Martin #362","","","E-learning non fini","2023-10-07","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-13","2023-10-11","yes","1.0"
"E-learning non fini","11587","Charlie Durand #364","","","E-learning non fini","2023-10-06","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-10-17","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-18","2023-10-13","yes","1.0"
"E-learning non fini","12712","Alice Dupont #367","","","E-learning non fini","2023-10-08","","no","14.0"
"E-learning non fini","68258","Bob Martin #368","","","E-learning non fini","2023-10-13","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-19","2023-10-11","yes","1.0"
"E-learning non fini","11593","Charlie Durand #370","","","E-learning non fini","2023-10-12","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-10-23","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-24","2023-10-13","yes","1.0"
"E-learning non fini","12718","Alice Dupont #373","","","E-learning non fini","2023-10-14","","no","14.0"
"E-learning non fini","68264","Bob Martin #374","","","E-learning non fini","2023-10-19","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-25","2023-10-11","yes","1.0"
"E-learning non fini","11599","Charlie Durand #376","","","E-learning non fini","2023-10-18","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-10-29","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-30","2023-10-13","yes","1.0"
"E-learning non fini","12724","Alice Dupont #379","","","E-learning non fini","2023-10-20","","no","14.0"
"E-learning non fini","68270","Bob Martin #380","","","E-learning non fini","2023-10-25","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-31","2023-10-11","yes","1.0"
"E-learning non fini","11605","Charlie Durand #382","","","E-learning non fini","2023-10-24","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-11-04","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-11-05","2023-10-13","yes","1.0"
"E-learning non fini","12730","Alice Dupont #385","","","E-learning non fini","2023-10-26","","no","14.0"
"E-learning non fini","68276","Bob Martin #386","","","E-learning non fini","2023-10-31","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-11-06","2023-10-11","yes","1.0"
"E-learning non fini","11611","Charlie Durand #388","","","E-learning non fini","2023-10-30","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-11-10","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-12","2023-10-13","yes","1.0"
"E-learning non fini","12736","Alice Dupont #391","","","E-learning non fini","2023-10-02","","no","14.0"
"E-learning non fini","68282","Bob Martin #392","","","E-learning non fini","2023-10-07","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-13","2023-10-11","yes","1.0"
"E-learning non fini","11617","Charlie Durand #394","","","E-learning non fini","2023-10-06","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-10-17","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-18","2023-10-13","yes","1.0"
"E-learning non fini","12742","Alice Dupont #397","","","E-learning non fini","2023-10-08","","no","14.0"
"E-learning non fini","68288","Bob Martin #398","","","E-learning non fini","2023-10-13","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-19","2023-10-11","yes","1.0"
"E-learning non fini","11623","Charlie Durand #400","","","E-learning non fini","2023-10-12","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-10-23","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-24","2023-10-13","yes","1.0"
"E-learning non fini","12748","Alice Dupont #403","","","E-learning non fini","2023-10-14","","no","14.0"
"E-learning non fini","68294","Bob Martin #404","","","E-learning non fini","2023-10-19","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-25","2023-10-11","yes","1.0"
"E-learning non fini","11629","Charlie Durand #406","","","E-learning non fini","2023-10-18","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-10-29","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-30","2023-10-13","yes","1.0"
"E-learning non fini","12754","Alice Dupont #409","","","E-learning non fini","2023-10-20","","no","14.0"
"E-learning non fini","68300","Bob Martin #410","","","E-learning non fini","2023-10-25","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-31","2023-10-11","yes","1.0"
"E-learning non fini","11635","Charlie Durand #412","","","E-learning non fini","2023-10-24","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-11-04","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-11-05","2023-10-13","yes","1.0"
"E-learning non fini","12760","Alice Dupont #415","","","E-learning non fini","2023-10-26","","no","14.0"
"E-learning non fini","68306","Bob Martin #416","","","E-learning non fini","2023-10-31","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-11-06","2023-10-11","yes","1.0"
"E-learning non fini","11641","Charlie Durand #418","","","E-learning non fini","2023-10-30","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-11-10","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-12","2023-10-13","yes","1.0"
"E-learning non fini","12766","Alice Dupont #421","","","E-learning non fini","2023-10-02","","no","14.0"
"E-learning non fini","68312","Bob Martin #422","","","E-learning non fini","2023-10-07","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-13","2023-10-11","yes","1.0"
"E-learning non fini","11647","Charlie Durand #424","","","E-learning non fini","2023-10-06","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-10-17","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-18","2023-10-13","yes","1.0"
"E-learning non fini","12772","Alice Dupont #427","","","E-learning non fini","2023-10-08","","no","14.0"
"E-learning non fini","68318","Bob Martin #428","","","E-learning non fini","2023-10-13","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-19","2023-10-11","yes","1.0"
"E-learning non fini","11653","Charlie Durand #430","","","E-learning non fini","2023-10-12","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-10-23","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-24","2023-10-13","yes","1.0"
"E-learning non fini","12778","Alice Dupont #433","","","E-learning non fini","2023-10-14","","no","14.0"
"E-learning non fini","68324","Bob Martin #434","","","E-learning non fini","2023-10-19","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-25","2023-10-11","yes","1.0"
"E-learning non fini","11659","Charlie Durand #436","","","E-learning non fini","2023-10-18","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-10-29","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-30","2023-10-13","yes","1.0"
"E-learning non fini","12784","Alice Dupont #439","","","E-learning non fini","2023-10-20","","no","14.0"
"E-learning non fini","68330","Bob Martin #440","","","E-learning non fini","2023-10-25","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-10-31","2023-10-11","yes","1.0"
"E-learning non fini","11665","Charlie Durand #442","","","E-learning non fini","2023-10-24","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-11-04","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-11-05","2023-10-13","yes","1.0"
"E-learning non fini","12790","Alice Dupont #445","","","E-learning non fini","2023-10-26","","no","14.0"
"E-learning non fini","68336","Bob Martin #446","","","E-learning non fini","2023-10-31","","no","10.0"
"Faille Système","0","","Asia","IT Ops","Panne serveur","2023-11-06","2023-10-11","yes","1.0"
"E-learning non fini","11671","Charlie Durand #448","","","E-learning non fini","2023-10-30","","no","13.0"
"Erreur Transaction","0","","ASIA","Trading","Erreur de saisie","2023-11-10","","no","3.0"
"Erreur Transaction","0","","Europe","Retail","Doublon","2023-10-12","2023-10-13","yes","1.0"
"E-learning non fini","12796","Alice Dupont #451","","","E-learning non fini","2023-10-02","","no","14.0"
